@relation caracteristicas

@attribute cinza_cabelo_smithers real
@attribute roxo_gravata_smithers real
@attribute verde_terno_smithers real
@attribute vermelho_cabelo_bob real
@attribute classe {Smithers, Bob}

@data
0.005761430678466076,0.0,0.13596976401179942,0.020741150442477877,Bob
0.011522861356932153,0.23852323008849555,0.029959439528023598,0.2177820796460177,Bob
0.04896413649025069,0.02284993036211699,0.09792827298050139,0.0,Bob
0.01011981865284974,0.0,0.11941386010362694,0.311690414507772,Bob
0.04935694945848375,0.1917870036101083,0.038075361010830325,0.0,Bob
0.09107836787564767,0.0,0.5039669689119171,0.0,Bob
0.3895997375328084,0.0,0.03588418635170604,0.6859005905511811,Bob
0.012807377049180328,0.0,0.010245901639344262,0.0,Bob
0.0775170233463035,0.21127188715953307,0.03799854085603113,0.0,Bob
0.017024818401937043,0.0,0.037832929782082324,9.458232445520581E-4,Bob
0.013827433628318585,0.008066002949852507,0.031111725663716814,0.03341629793510324,Bob
0.020741150442477877,0.0,0.07720317109144544,0.797382005899705,Bob
0.02529954663212435,0.0,0.03845531088082901,0.0,Bob
0.10775862068965517,0.0,0.057424001814882025,0.0,Bob
0.030048076923076924,0.0,0.00500801282051282,0.0,Bob
0.01024963556851312,0.0,0.005694241982507288,0.0,Bob
0.0592201166180758,0.0,0.06377551020408163,0.0,Bob
0.0060718911917098444,0.0,0.021251619170984455,0.0,Bob
0.03077651515151515,0.0,0.0,0.0,Bob
0.05875696378830084,0.0,0.0337308495821727,0.0,Bob
0.04958711139896373,0.0,0.02023963730569948,0.0627428756476684,Bob
0.023275582901554404,0.017203691709844558,0.05667098445595854,0.2621033031088083,Bob
0.08296460176991151,0.0,0.0518528761061947,0.0,Bob
0.04253223495702006,0.0,0.033578080229226356,0.0,Bob
0.23716517857142855,0.0,0.033267513736263736,0.0,Bob
0.139107464028777,0.0,0.04777428057553957,0.0,Bob
0.06687743190661478,0.0,0.03951848249027237,0.054717898832684825,Bob
0.019848831300813007,0.0,0.04843114837398374,0.0,Bob
0.06982674870466321,0.0,2.650380505181347,0.0,Bob
0.1284061418685121,0.0,0.01351643598615917,0.30682309688581316,Bob
0.026311528497409326,0.0,0.03845531088082901,0.0060718911917098444,Bob
0.020741150442477877,0.008066002949852507,0.005761430678466076,0.01958886430678466,Bob
0.09940636200716846,0.0,0.1106070788530466,0.13020833333333331,Bob
0.044939159292035395,0.0,0.07605088495575221,0.45976216814159293,Bob
0.017521437994722954,0.10100593667546173,0.013398746701846966,1.1038505936675462,Bob
0.014426491477272728,0.0,0.01553622159090909,0.0011097301136363637,Bob
0.010557432432432432,0.0,0.08234797297297297,1.2352195945945947,Bob
0.005694241982507288,0.30293367346938777,0.004555393586005831,0.04099854227405248,Bob
0.016719357976653696,0.004559824902723736,0.0,0.0,Bob
0.021626297577854673,0.0,0.048659169550173006,0.0,Bob
0.032276218220338986,0.0,0.02068988347457627,0.007448358050847458,Bob
0.01809434604904632,0.0,0.27993017711171664,0.44171491825613074,Bob
0.1750728626943005,0.04149125647668394,0.008095854922279794,0.03946729274611399,Bob
0.05296610169491525,0.0,0.023645581113801453,0.0,Bob
0.11983775811209439,0.0,0.4355641592920354,0.0,Bob
0.017082725947521867,0.003416545189504373,0.005694241982507288,0.0,Bob
0.017203691709844558,0.0,0.06881476683937823,0.0,Bob
0.006833090379008746,0.0,0.0296100583090379,0.02505466472303207,Bob
0.077922603626943,0.0,0.0010119818652849742,0.0,Bob
0.07496843434343434,0.0,0.0335385101010101,0.0,Bob
0.08298251295336788,0.0,0.06476683937823835,0.0,Bob
0.13020833333333331,0.0,6.510416666666667E-4,0.0,Bob
0.13802083333333334,0.0,0.0,0.0,Bob
0.028971354166666668,0.0,0.018229166666666668,0.018880208333333332,Bob
0.006510416666666667,0.0,0.012369791666666668,0.0,Bob
0.025350294985250738,0.02419800884955752,0.23045722713864306,0.701742256637168,Bob
0.004557291666666667,0.0,6.510416666666667E-4,0.0,Bob
0.33748246844319774,0.0,0.6990708274894811,0.0,Bob
5.582157258064516,0.0,0.11121581346423563,0.0,Bob
0.02191444600280505,0.0,0.010957223001402524,0.011505084151472651,Bob
0.3845985273492286,0.0,0.1232687587657784,0.13148667601683028,Bob
0.31502016129032256,0.0,0.12381661991584852,0.08053558906030855,Bob
16.648404628330997,0.0,0.03999386395511921,0.0,Bob
0.04656819775596073,0.0,0.05916900420757363,0.0,Bob
1.2814472300140254,0.0,0.06738692145862553,0.0,Bob
0.3698062762973352,0.0,0.03013236325385694,0.0,Bob
0.3317775974025974,0.0,0.07406655844155845,0.0,Bob
0.35610974754558206,0.0,0.019723001402524545,0.0,Bob
0.25663753298153036,0.0,0.803924802110818,0.0,Bob
0.0401962401055409,0.0,0.03504287598944591,0.10512862796833775,Bob
10.035661279683378,0.0,0.043288258575197885,0.0,Bob
0.25457618733509235,0.0,0.0020613456464379947,0.0,Bob
0.2813736807387863,0.0,0.043288258575197885,0.0,Bob
0.14017150395778363,0.0,0.0,0.0,Bob
6.328331134564643,0.0,0.12161939313984169,0.0,Bob
6.050049472295514,0.0,0.10615930079155673,0.0,Bob
14.62627803430079,0.0,0.23190138522427442,0.0,Bob
0.07259402654867257,0.0,0.20510693215339232,0.03341629793510324,Bob
0.03504287598944591,0.0,0.12780343007915568,0.0,Bob
3.380606860158311,0.0,0.12265006596306068,0.08760718997361477,Bob
0.16207750582750582,0.0,0.004552738927738928,0.0,Bob
0.2030521561771562,4.5527389277389275E-4,0.0500801282051282,4.5527389277389275E-4,Bob
0.3833406177156177,0.0,0.020942599067599068,0.0,Bob
